,id,q
1715,9022,"""It doesn't,"" he said. ""It does unless you believe IT did it"
1716,8913,"""It could happen,"" he said. ""No , not COULD happen , it"
1717,6014,"""If ID is not the place for God,"" he said. ""Then it is"
1718,4795,"""It is undisputed in the scientific/biological community that the point of conception"
1719,2978,"""It's a shame,"" he said. ""People have raised scientists to undeserved"
1720,3876,"""This is a very sad situation,"" she said. ""Perhaps studies should be done"
1721,8439,"""There are holes in the theory,"" he said. ""It is in no way"
1722,9721,"""Life is short,"" he said. ""It is much more important that you concern"
1723,6004,"4. ""it is not possible to study anything that has absolutely no effect on us"
1724,3890,"4. ""quality of life ? yes it is reasonable to expect a quality of life"
1725,7652,"1. ""One reptile has a type of third eye , but it is n"
1726,9771,"""I don't understand,"" she said. ""it just goes to show that you"
1727,6512,"""It means you can get a job,"" he said. ""it means you could"
1728,2280,"2 Young-earth creationists have been cautious about the model,3 which is not"
1729,4187,"5. ""It really piques me when someone attempts to assume what my opinion is"
1730,3664,"""That's not true,"" he said. ""You say that like it was a"
1731,8131,"""I'm still enfuriated about them , the way I was treated by"
1732,9296,"""The court 's reasoning was even a surprise to the police officers ' attorney because"
1733,6019,"""You need to read what people say more thoroughly , and think about it before you"
1734,4114,"""No,"" he replied. ""No but it will be funny to see what sex"
1735,6522,"Quote : ""I think it's a good idea. ""Quote : So it would"
1736,2953,"""Its good to see the senate isnt agreeing ,"" he said. ""Its good"
1737,4142,"""This is not a new phenomenon,"" he said. ""Japan and the former Soviet"
1738,9312,"10. ""Jill White The day you became a person is the first day of"
1739,1939,"Montalban responds: ""Dear Senator Kerry, I would like to respond to your"
1740,4340,"3. ""Look to this site , which does not credit Keynes with the above ,"
1741,4563,2 Liberal states did n't push the rest of the country to follow like sheep to
1742,3873,"""That's a good point,"" he said. ""Well you 've made a"
1743,4735,". ""just cause you dont buy it doesnt mean it is not true ."""
1744,5762,"""If that's true,"" he said. ""Then politicans should just drop the"
1745,1387,"""I agree with you. ""More power too ya but , that 's just"
1746,1699,"3. ""Strawman . Key phrase `` until you can prove them `` when"
1747,6044,"""The use of firearms is n't a legal and lawful use , as dictated in"
1748,1454,"""Science is knowledge , all knowledge , that is , anything we find to be true"
1749,4562,"""This is very interesting,"" he said. ""The lack of transitional series can not"
1750,5842,"4. ""So what 's worse , evolution or your latest digital prostate exam ?"
1751,6130,"Mr. ""law abiding"""
1752,670,"""What are the `` laws of consequences `` ? What would those be ?"""
1753,3213,"""She wants to know why,"" she said. ""She thinks the university & #"
1754,3717,"""This is a lie. ""The wewll-known scientist , Lee Sp"
1755,355,"""This is a serious issue,"" he said. ""What would be the legal precedent"
1756,7,"""It's all about YOU. ""Legality does not matter . Religous"
1757,3649,"""Marriage is not just legally binding. ""Marriage Is also legally binding ."
1758,9508,"""The point is that they want to change the ban and make it stricter so that"
1759,7992,". ""Well ? Let 's get to it . Why do YOU believe ?"""
1760,4272,". ""let 's have an up or down vote on your marriage rights too L"
1761,6586,"4. ""Lets break this down . Most pro-choice advocates think that intelligence"
1762,7777,"""You still fail to address the fact of liberal gun owners,"" he wrote. """
1763,2558,"""It's not the first time,"" she said. ""Woman [ sic ]"
1764,186,"""No,"" he said. ""Which lie is that ?"""
1765,6673,"""Yes,"" he said. ""Like in your sect . You do expect complete obedience"
1766,7166,"""Yes,"" he said. ""Like the `` pursuit of happiness `` ?"""
1767,7352,"1. ""lol Linus ... You provide no proof for this ."""
1768,4508,"Stenger concludes , after reflecting on the long history of misrepresentation and manipulation of scientific"
1769,4172,"""There is a lot of genetic variation that can become useful if the environment changes ."
1770,821,"""Hip hop is not a safe space for women,"" she said. ""L"
1771,7083,"""There is no such thing as equivocation,"" he said. ""The only"
1772,9469,"""Lung fluid is not amniotic fluid. ""The lung liquid that fills"
1773,2862,Uzi Machine Toy Gun Amazon.com : Toy Gun and Holster Set for Kids
1774,6791,"""So we can make machines to see better than we do ? I wonder what would"
1775,3811,"""They are MAD that a Black Man ! Is in the White House !"""
1776,3763,"""I don't know,"" he said. ""That I guess is one of my"
1777,3606,"""I don't agree with you,"" he said. ""You keep bringing up the"
1778,6524,"""I'm not a religious zealot,"" he said. ""No , you '"
1779,7585,"""The Earth is our home,"" he said. ""The Earth has done wonders for"
1780,8399,"""I think it's a good idea for the police to be armed. ""To"
1781,4490,"4. ""Nobody considers a petri dish pregnant , but , thats not the point"
1782,3165,"""I think it's a good thing,"" he said. ""Many who voted for"
1783,6045,"""That's crazy,"" he said. ""Then why do marijuana addicts tend to end"
1784,2205,"4. ""So much for marriage 's supposed religious origins . '' Freethought"
1785,8110,"2. ""2 ) The term `` marriage `` is not exclusively reserved for a union"
1786,3671,"""We're not going anywhere. ""We may not get abortion made illegal ,"""
1787,3767,"4. ""what do you mean by opinion ? Whether or not to allow them or"
1788,6962,"""There is no god,"" he said. ""So theists can choose , either"
1789,9134,"""It's a joke,"" he wrote. ""Meanwhile there are school shootings happening in"
1790,6357,"4. ""mechanical formulas wo n't explain an immaterial reality"""
1791,3289,"6. ""PS 58:8 Slugs and/or snails melt as they"
1792,1902,"""It's a disgrace,"" she said. ""That men would vote on a law"
1793,2833,"""I think it's a mistake,"" he said. ""Michael Moore 's work"
1794,2045,"""This is incorrect. ""The modern misstatement of the Razor is incorrect ."""
1795,5947,"""This is the VPC. ""ONE EXTREME EXAMPLE ! ?"
1796,6079,"""Yes they do n't . Fossil Coelocanth : Fossil co"
1797,7260,"1. ""New information applies to my definition of evolution , i.e . molecules"
1798,8187,"""If you kill an unborn child, you kill them,"" he said. ""Wa"
1799,763,"""It's not just about abortion,"" she said. ""On a more fundamental level"
1800,6196,"""There is no evidence to support this claim,"" he said. ""More often than"
1801,3344,"1. ""True - most abortions are not due serious health/life risks - and"
1802,4287,"""Most beaks small to average size , some larger than average , some smaller ."""
1803,1722,"""I donÂ ’ t agree with you,"" she said. ""Most of"
1804,1901,"""Most of the children here are orphans,"" he said. ""Most of their mothers"
1805,4491,"""People are dying,"" he said. ""So what ? Most of them are still"
1806,2231,"""This is a very important issue,"" he said. ""Most people are probably not"
1807,1452,"4. ""Most premature baby survivor :"""
1808,4029,"""I 'd like to know,"" she said. ""Most pro-abortionists"
1809,3686,"""What are you talking about?"" he asked. ""What are we talking about ?"
1810,6197,"""You mean on the road shared with the adjacent property they claim as tribal land ?"
1811,356,"""You may argue that this is a waste of grain,"" he said. ""you"
1812,9691,"""My point was n't to show that the unborn is a person but to show"
1813,6067,"""Mythology is a myth,"" he said. ""Mythology doe n't"
1814,3983,"1. ""The National Guard interpretation of the militia is totally false . The NG is"
1815,8437,"""You're right,"" he said. ""National Health System and Public Education ? Yeah"
1816,48,"6. ""6 ) Show me even one instance of the National media coming out with"
1817,9443,"""It's not natural selection,"" he said. ""Natural selection is n't anything"
1818,4896,"""The population has not changed,"" he said. ""The only thing that has changed"
1819,843,"""It's not a perfect system,"" he said. ""Natural selection is not proof"
1820,234,"""They're not Christian organizations,"" he said. ""Why would they `` necessarily ``"
1821,5726,"1. ""Some argue that the mountains werenÂ ’ t that tall yet ."
1822,9694,"""There is a balance,"" he said. ""When the needs of the two are"
1823,8761,"4. ""You 're never going to convince pro-lifers that the int"
1824,6003,"""We know evolution is true,"" he said. ""so why do people keep coming"
1825,4112,"""We are not terrorists. ""Next thing you know , we will be labeled ``"
1826,8352,"""no , just roe vs wade ."". ""no , no , just"
1827,3169,"""No,"" he said. ""No , she misrepresented studies and took statistics out"
1828,6779,"""No. ""No a foetus should n't ."""
1829,392,"""The science is clear,"" he said. ""The facts speak for themselves , and"
1830,6472,"""This is disgusting,"" she said. ""No child should be used as a punitive"
1831,1667,"4. ""Please NO Crackpots serious about this. Please NO Crackpot serious about"
1832,6410,". ""Thats what I thought ..... no defense for your perverse behavior ."""
1833,476,"""There's no doubt about it,"" he said. ""There ai n't"
1834,8361,"""The problem with ID is that there is no evidence for it,"" he said."
1835,9856,"4. ""No more need be said . http : //www.4forums."
1836,1359,Originally Posted by Galileo Why do people on the pro-gun side continuously try to overs
1837,7152,"""He's right,"" she said. ""No one said he invented guns !"""
1838,4998,"""It's a sad day for women when they ca n't even claim autonomy over"
1839,3620,"""If you were a Christian you would have to believe that the Bible is a fairy"
1840,9468,"nonsense and here are some quotes ."""
1841,9717,"""I'm not a Creationist,"" he said. ""What I found is in"
1842,4334,"""No,"" he said. ""Not beyond the pale and not impacting on TOE"
1843,119,"""No,"" he said. ""Not much of anything else either , it would seem"
1844,1669,"""I am a gun owner,"" she said. ""Not owning a gun makes me"
1845,1021,"OC : Yes. ""OC : That is why they will not reply ."""
1846,1761,"1. ""There is nothing about the theory of evolution that precludes a God ."
1847,6217,"""It's not magic,"" he said. ""There 's nothing magical in the"
1848,1783,"""This is not a coincidence,"" he said. ""Notice how the places where guns"
1849,4041,"2. ""Second , in this very thread Arch has deliberately tied the two as one"
1850,3803,"""The `` theory `` of intelligent design is not a valid alternative to gravity. """
1851,5507,"4. ""US heritage/ancestry of US residents has nothing to do with"
1852,6474,"""It's not going to last forever,"" he said. ""Obama and his cr"
1853,3504,"4. ""Pro-Choice : Object to the mother needing to raise a child she"
1854,6026,"5. ""Objective Moral values"""
1855,184,"1. ""Same answer : so what ? There was a first animal to fly ,"
1856,7062,"10. ""MEDICAL FACT : On the fourteenth day of the first month"
1857,9770,"""I think it's a good idea,"" he said. ""The problem is that"
1858,6169,"4. ""ON the topic of evolution and creation it is relgion verus"
1859,1018,"""Oh my god,"" she said. ""You telling me that one day I could"
1860,9708,"1. ""One of the definitions of `` evolution , `` according to Websters New"
1861,5735,"5. ""One person 's opinion"""
1862,4212,"""There's no reason to breed,"" he said. ""The only reason someone would"
1863,4480,"1. ""Sheer nonsense . What couints is the functioning of the system as"
1864,4478,"""You can put them both in the science category,"" he said. ""Or you"
1865,4789,"""There is no evidence to suggest that the beatles had wings,"" he said."
1866,7666,"4. ""Other reasons for pro life You do not know who you are aborting"
1867,1779,"""The world is changing,"" he said. ""Our world is rolling downhill like a"
1868,4209,". ""why do n't we just outlaw convenience abortions ?"""
1869,8607,"3. ""Outrage at the tactics of `` The Advocate `` in 3 ... 2"
1870,842,"""They are selfish,"" he said. ""They prefer their own pleasurable self-"
1871,9466,"3. ""Since you disagree with the way the poll was run ( dividing a pregnancy"
1872,3644,"""I don't understand,"" she said. ""Why should people be allowed to vote"
1873,6081,"""I think it's great. ""People truly in love with themselves should be able"
1874,757,"""This is a dangerous precedent for our Nation,"" he said. "" This is a"
1875,6001,"""Perhaps another unwanted child spending a childhood is state supported homes ?"""
1876,1696,"4. ""Yikes ! ! The phobes were right about same-sex"
1877,44,"""This is a serious problem,"" he said. ""Senior citizen yachties stand"
1878,6473,"10. ""SuperSport , plagiarism is a crime ."""
1879,6400,"""Why was n't the possession of plague infested ships protected under the Second Amendment"
1880,7782,"""This is not the point,"" he wrote. ""The point is Kopel and"
1881,4926,"""I don't know,"" he said. ""Why do I think they are popular"
1882,6548,"""so why is population control a good arguement for abortion ? Why do n"
1883,7060,"""My husband and I are very poor,"" she said. ""Pregnancy is a"
1884,3569,"5. ""Pregnancy is n't expensive at all unless you 're conned"
1885,3758,"""President Obama signed legislation letting people carry concealed weapons in national parks and in checked luggage"
1886,6083,"""No,"" he said. ""Thats not the point . The Pro-lif"
1887,7293,"""It's disgusting,"" he said. ""The tactics pro-lifers use make"
1888,846,"1. ""Problem with your logic is thus . Step two is not based on step"
1889,238,"6. ""PS 58:8 Slugs and/or snails melt as they"
1890,6781,"""The Breyer-Sotomayor-Ginsburg dissent questioned why some"
1891,7277,"""I am confused,"" she said. ""What makes a rape and incest baby any"
1892,2560,"""It's just not possible,"" he said. ""You can not begin to hold"
1893,2587,"""It's a joke,"" he said. ""You realize the constitution does not cover"
1894,1509,"""It's free,"" he said. ""So registration has at least a few benefits"
1895,5457,"5. ""There the remains of a dead aniomal"""
1896,4718,"""Reptile develops wings . These thing are completely useless on a dino ,"
1897,6078,"""You 're the one who 's clueless if you think Republicans had zero to"
1898,3670,". "". . . . Someone 's right to life , again as I understand it"
1899,3090,"""No,"" he said. ""Your right to swing your fist ends where my nose"
1900,2792,"South Africa 's highest court has ruled in favour of same-sex marriages , which"
1901,3992,"""I think it's ridiculous,"" he said. ""Sarah Brady is a straw purchaser"
1902,6020,"""It's not science 's job to figure out why the flood story gets so"
1903,6432,"""Science is about science,"" he said. ""The scientific method must stick to the"
1904,4165,"2. ""2 ) The global flood should have left homogenous sediment layers across the"
1905,8190,"""This is very interesting,"" he said. ""This sedimentary layer would show signs"
1906,6086,"""That's a misrepresentation of the language of the initiative,"" he said. """
1907,343,"1. ""Yeah , there are those who scream that self-defence is not"
1908,5825,"""What?"" he said. ""What tells you he has a sense of humor "
1909,3501,"""What should we do?"" he asked. ""What should be done for as a"
1910,6187,"2. ""my opinion , their banning a gun because of the way it looks they"
1911,7294,"4. ""There are several fallacies with Darwin 's theory of evolution :"""
1912,66,"""Sex is not taboo,"" she said. ""Sex is a norman part of"
1913,8128,"""Yes,"" he said. ""Yep and watch an increase of sexual activity among teens"
1914,9465,"4. ""Susan Smith shocked the nation with the murder of her children . She believed"
1915,6355,"5. ""Sheesh , whatever happened to good 'ol Dr. Seuss "
1916,2839,"""You should n't kill children unless absolutly necessary ( and killing them"
1917,2163,"17 ) Show me how a cell could evolve randomly :"""
1918,6201,"simone Why would you want to prove your belief system to be true ?"""
1919,7772,"""Yes,"" he said. ""Since the time when it became widely available ( 1960"
1920,5509,"""This is nothing new,"" he said. ""This is the situation as it is"
1921,3610,"5. ""You snipped most of my remarks because you were unable to address them"
1922,4505,"5. ""So .... where is your tautology ,"""
1923,6134,"""The evolutinists win,"" he said. ""So in the end"
1924,9744,"""There is so much to be done,"" he said. ""There are so much"
1925,3821,"""Wow,"" he said. ""So the stats come from John Lott .... Was"
1926,5895,"""So this eliminates Neanderthal from being an ancestor to homo sapiensÂ…"
1927,7780,"""You are a bully,"" she wrote. ""You throw personal insults more than I"
1928,6436,"""Free will is an illusion,"" he said. ""Some materialists claim free will"
1929,2949,"""Some people does n't mean a typical gun owner,"" he wrote. ""Some"
1930,6077,"""T-Rex was a very intelligent animal,"" he said. ""Some theorize"
1931,8733,"""No,"" he said. ""Sounds like you are talking about a human being ."""
1932,788,"5. ""This from a Sumo wrestler who has never been in the ring and"
1933,2869,". ""those sporting teabags ."""
1934,3340,"""DNA is unpredictable,"" he said. ""SS 's theory predicts that DNA is"
1935,6878,"""Stabbing yourself is not ok , but that does n't mean it should"
1936,4338,"1. ""The SGC ( Standard Genetic Code ) has an EM ( Error Min"
1937,2161,"5. ""Thought I 'd start a new thread dedicated to this myth .."
1938,1982,"""This is the norm not the exception ."""
1939,3994,Stick to your guns Doc for about Finland you know s* * * * The
1940,5993,"4. ""Strike Four ."""
1941,5950,"9. ""Stuart Taylor Jr ."""
1942,56,"""There is no definition,"" he said. ""What some courts have done is to"
1943,6174,"""It's like a punch to the gut,"" he wrote. ""What is supposed"
1944,6433,1. The Third Reich did not need gun control ( in 1938 or at any time
1945,6006,"1. ""Teach the Controversy is absolute bull * * * # ."
1946,7744,"""What a disgrace. ""Teaching students to be responsible ! What a crime "
1947,7309,"""We must stand together,"" he said. ""We , and the law , must"
1948,3935,"""I'm curious,"" he said. ""What kind of effect does testosterone have on"
1949,1289,Thanks for the resouce link . The issues involved will likely occupy us for a
1950,7819,"""It's a great book,"" he said. ""That 's not a bad"
1951,6008,"""I can suppress bad habits,"" he said. ""This is unrelated to genetics ."
1952,8508,"""You can believe in both,"" he said. ""That is not true you can"
1953,7437,"1. ""That website starts off with the rumor that there are over 20,000"
1954,6041,"""No,"" he said. ""That wo n't happen ..."""
1955,7913,"""Yes,"" he said. "".... What is it that you find hard to understand"
1956,4026,"4. ""Yes and the continents moved about 2000-3000 miles in less than 4000"
1957,1618,"""This is ridiculous,"" he said. ""Why must the anti-abortion crowd use"
1958,8311,"5. ""The greatest scientist in history said about the order of the universe : The"
1959,8353,"""Where 's the barf smiley when you need it?"" ""Where '"
1960,6677,"""ItÂ ’s time for President Obama to take a hard look at his"
1961,4493,"4. ""the child in the womb feels pain .. when you put the needle up"
1962,3982,"""It's not a debate,"" he said. ""The evidence is adequate for me"
1963,3609,"""It's a two-way street,"" he said. ""The evolutionist zeal"
1964,4045,"""The first of the two can be eliminated,"" he said. ""The later of"
1965,9403,". ""the later the better , it seems to me"""
1966,9513,"1. ""The only mind you need to know in this particular thread is your own"
1967,5879,"""In this case, the population control claim lacks sufficient reason to be a justification for"
1968,6437,"""It's a toxic environment,"" he said. ""The toxic spewings of the"
1969,73,"""The truth is out there ..."""
1970,1365,"""Yes , the unborn are being dehumanized . They 're `` babies `` when"
1971,7262,"""You are just playing dumb , right ? There will be fewer technicians and fewer orders"
1972,4188,"""This is a very good example,"" he said. ""These last two cases are"
1973,7880,"""These tests are not random,"" he said. ""They appear to me to be"
1974,3813,"""They did not `` prove `` anything ! !"" ""They did n't ``"
1975,3619,"""You did not answer her question , nor did you address her point . You simply"
1976,9142,"""I am an atheist,"" he said. ""To be an atheist , one must"
1977,3506,"""This is what you do to people who hold to the view that most people have"
1978,7876,"""This is an obvious error,"" she said. ""This error becomes immediately evident if"
1979,7656,"""You throw an argument that you think is like the top anti-creationist argument"
1980,2668,"1. ""This is n't interesting at all . What did these magical `` light"
1981,5875,"4. ""This is n't interesting at all . What did these magical `` light"
1982,3993,"""This is ridiculous,"" he said. ""What 's this to do with Gun"
1983,8310,"""This is very interesting,"" he said. ""This would also explain why gradualism"
1984,7671,"""It's a shame,"" he said. ""Too bad evolution is a scientific theory"
1985,3666,"1. ""Who are you to tell me which `` tools `` I need ? The"
1986,7668,"""How about this,"" he said. ""Two gun deaths per 100,000 population"
1987,6064,"""I don't get it,"" he said. ""Ummm ... what 's"
1988,4764,"""That's a good thing,"" he said. ""When that occurs is variable ."""
1989,28,"5. ""Viva La Liberty !"""
1990,1623,"""We are adaptable,"" he said. ""We are adapted to living longer ."""
1991,1858,"""We would have more crime , less morality"""
1992,472,"5. ""Well done , martini guy !"""
1993,7759,"""What about them?"" he asked. ""What about us ? Is this a question"
1994,1401,"""What?"" he asked. ""What are you referring to here ?"""
1995,3570,"1. ""You need n't be far left to support reasonable gun regulation . What"
1996,3284,"1. ""1 ) What did the bear replace ?"""
1997,5708,"""Where 's the barf smiley when you need it?"" ""Where '"
1998,2793,"4. ""What price activist judges ?"""
1999,4872,"4. ""What should the world look like with the very different set of phy"
2000,6687,"""Yes,"" she said. ""What would you like ? ..."""
2001,5064,". ""whatever ."""
2002,6454,"""This baby 21 week baby is being aborted because it was in the wrong place at"
2003,4169,"""It's ridiculous,"" he said. ""Who on earth worships the Koran "
2004,4058,"""Why do some of you guys insist on being rabid haters of anyone who cares"
2005,340,"""This is a tragedy,"" he said. ""Why should Alice and Bob not be"
2006,5227,"""What?"" he asked. ""Why so many what ?"""
2007,6136,"""It's ridiculous,"" he said. ""Why would someone make that up and pass"
2008,2271,"5. ""You once said that you had done a detailed study of evolution , ``"
2009,4420,"""It was a hoax,"" he said. ""Woodward was a fraud , and"
2010,4071,"""What about civil unions. ""Would you accept civil unions even though they were less"
2011,9499,"""You are betraying yourself,"" he said. ""You are betrayeding your belief"
2012,4611,"""You are not alone,"" he wrote. ""You are in a loud minority ,"
2013,9328,"""Yeah,"" he said. ""You bet your ass that 'd make me happy"
2014,5225,"""No,"" he said. ""you say `` f * * * the Constitution."
2015,68,"""Your answers were empty,"" he said. ""Your answers are without content or meaning"
